NO,시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,도로명
273,서울특별시 종로구 수송동,로얄팰리스스위트,40.07,202505,10,"38,000",-,10,율곡로2길 7
274,서울특별시 성북구 동소문동6가,청기와,71.61,202505,9,"49,000",-,6,동소문로13나길 15-11
275,서울특별시 중구 회현동1가,SK리더스뷰남산,205.62,202505,7,"290,000",-,20,퇴계로 72
276,서울특별시 중구 회현동2가,쌍용남산플래티넘,177,202505,7,"295,000",-,26,소공로 46
277,서울특별시 성북구 삼선동5가,청기와,75,202504,20,"50,000",-,5,삼선교로22길 20
278,서울특별시 종로구 구기동,마운틴뷰,73.39,202504,8,"54,500",-,2,비봉길 7
279,서울특별시 중구 장충동1가,장충동라임카운티,244.47,202504,2,"271,000",-,3,동호로20가길 38
280,서울특별시 종로구 행촌동,대성아파트,19.27,202503,26,"18,000",나동,1,사직로 21
281,서울특별시 종로구 필운동,두레엘리시안,59.85,202503,25,"89,000",-,7,필운대로2길 2
282,서울특별시 용산구 보광동,리버빌(삼성),84.74,202503,23,"178,000",101,3,보광로5길 40
283,서울특별시 용산구 동자동,센트레빌아스테리움서울,131.05,202503,22,"170,000",씨,19,한강대로 372
284,서울특별시 종로구 연지동,아르젠종로,18.02,202503,17,"17,000",-,12,종로31길 54
285,서울특별시 종로구 인의동,효성쥬얼리시티,92.81,202503,15,"98,000",-,10,종로 183
286,서울특별시 성북구 성북동1가,휴아름스튜디오,13.57,202503,10,"17,300",1,10,창경궁로 323
287,서울특별시 영등포구 영등포동3가,포레스트힐시티,13.53,202503,3,"9,500",포레스트힐시티,11,영중로6길 12
288,서울특별시 용산구 용문동,브라운스톤,84.99,202503,3,"140,000",103,2,효창원로 88
289,서울특별시 종로구 신문로2가,디팰리스,118.749,202502,25,"300,000",-,17,새문안로2길 10
290,서울특별시 영등포구 당산동6가,유탑유블레스,13.3867,202502,18,"15,800",1,5,당산로49길 11-4
291,서울특별시 중구 을지로5가,삼성파크빌,84.92,202502,18,"78,500",삼성파크빌,13,을지로 221
292,서울특별시 용산구 청암동,GS자이,201.23,202502,17,"248,000",103,10,삼개로 60
293,서울특별시 성북구 동선동1가,코아루센타시아,84.15,202502,15,"70,000",-,6,동소문로20나길 47
294,서울특별시 중구 오장동,이지마루오장,22.46,202502,13,"30,000",이지마루 오장,14,마른내로 126-1
295,서울특별시 종로구 효제동,이지마루종로,20.87,202502,11,"30,000",102동,11,김상옥로 55
296,서울특별시 성북구 안암동4가,안암,52.1,202501,16,"19,950",-,3,안암로9가길 9-16
297,서울특별시 구로구 궁동,다청림101동(143-1),84.21,202501,15,"47,500",101,5,오리로22나길 16-9
298,서울특별시 용산구 용산동2가,용암한신,72.66,202501,6,"79,000",-,6,신흥로2길 58
299,서울특별시 종로구 통인동,효자,61.49,202412,23,"22,000",-,5,자하문로 55
300,서울특별시 용산구 동빙고동,현대플래티앙Ⅰ,130.3,202412,20,"180,000",-,1,장문로 47
301,서울특별시 성북구 동선동4가,한양수자인,68.03,202411,27,"60,500",-,12,동소문로27길 37
302,서울특별시 성북구 동선동5가,트라움하임,60.78,202410,30,"39,000",-,6,아리랑로4길 37
303,서울특별시 종로구 신문로1가,신문로맨션,81.28,202410,26,"79,500",-,10,새문안로3길 12
304,서울특별시 성북구 성북동,성북,44.79,202410,23,"25,000",-,5,성북로31길 40-12
305,서울특별시 종로구 혜화동,혜화훼미리,61.38,202410,21,"61,000",-,7,혜화로8길 25
306,서울특별시 강남구 율현동,강남한신휴플러스6단지,59.98,202410,16,"115,000",610동,5,밤고개로26길 50
307,서울특별시 구로구 가리봉동,효성,59.94,202410,5,"50,000",-,11,남부순환로 1299
308,서울특별시 성북구 보문동7가,DH팰리스타워,59.98,202409,10,"66,000",-,10,보문로 29
309,서울특별시 서대문구 충정로2가,현대,83.63,202408,24,"70,000",-,3,충정로7길 30
310,서울특별시 종로구 충신동,힐스테이트창경궁,76.83,202408,20,"96,000",101동,6,율곡로 236
311,서울특별시 종로구 명륜1가,방산아파트,57.1,202408,17,"16,000",-,1,성균관로17길 33
312,서울특별시 용산구 주성동,PRIMAVERAVILL,155.8,202408,11,"365,000",-,2,서빙고로91가길 29-7
313,서울특별시 용산구 청파동3가,베르체,105.03,202408,9,"90,000",-,1,효창원로72길 29
314,경기도 수원시 영통구 매탄동,매탄위브하늘채,84.7273,202506,30,"72,800",-,8,효원로 363
315,경기도 수원시 팔달구 매교동,매교역푸르지오SKVIEW,74.69,202506,30,"84,500",-,12,인계로 20
316,경기도 수원시 장안구 정자동,수원 SK SKY VIEW,84.893,202506,30,"83,000",-,9,이목로 24
317,경기도 수원시 권선구 호매실동,호매실GS아파트,59.94,202506,30,"31,000",-,13,매실로 70
318,경기도 수원시 팔달구 매산로3가,우리하이빌,84.291,202506,30,"28,500",-,5,매산로 77-14
319,경기도 수원시 권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),59.98,202506,30,"52,500",-,6,세류로 60
320,경기도 수원시 권선구 권선동,현대3,84.9364,202506,30,"48,500",-,14,세권로316번길 49
321,경기도 수원시 권선구 금곡동,호반베르디움더센트럴,84.9843,202506,30,"74,500",-,11,매곡로 43
322,경기도 수원시 팔달구 화서동,꽃뫼마을코오롱,84.729,202506,30,"64,800",-,14,일월로18번길 4-26
323,경기도 수원시 권선구 탑동,삼성,84.87,202506,30,"35,000",-,3,탑동로58번길 8
324,경기도 수원시 권선구 구운동,서수원엠코타운르본느,59.884,202506,30,"33,500",-,10,구운로47번길 59
325,경기도 수원시 장안구 천천동,화서역푸르지오더에듀포레,113.04,202506,30,"83,500",-,15,화산로 85
326,경기도 수원시 팔달구 인계동,삼성,59.88,202506,30,"34,500",-,11,권광로276번길 9
327,경기도 수원시 권선구 당수동,인정프린스,84.99,202506,30,"27,500",-,9,당진로15번길 53
328,경기도 수원시 영통구 영통동,신나무실신명,84.9,202506,30,"62,000",-,5,봉영로1517번길 76
329,경기도 수원시 영통구 망포동,e편한세상영통2차(2단지),74.5822,202506,30,"60,500",-,8,봉영로 1432-36
330,경기도 수원시 영통구 이의동,광교역참누리포레스트,59.5653,202506,30,"69,500",-,3,대학3로 55
331,경기도 성남시 분당구 정자동,파크뷰,84.99,202506,30,"238,000",-,24,정자일로 248
332,경기도 부천시 원미구 중동,미리내마을(롯데1),33.54,202506,30,"24,000",-,12,소향로 206
333,경기도 안양시 만안구 석수동,현대아이파크,84.986,202506,30,"62,800",-,7,충훈로 51
334,경기도 안양시 동안구 평촌동,초원LG,59.79,202506,30,"69,800",-,14,부림로 52
335,경기도 안양시 동안구 관양동,미래센트럴타워,59.6,202506,30,"62,700",-,19,흥안대로 498
336,경기도 안양시 동안구 호계동,평촌더샵아이파크,59.94,202506,30,"90,000",-,18,경수대로610번길 36
337,경기도 부천시 원미구 원미동,두리하이츠,79.11,202506,30,"21,150",-,6,조마루로412번길 19
338,경기도 안양시 만안구 안양동,주공뜨란채(아),59.92,202506,30,"66,600",-,12,안양천서로 289
339,경기도 안양시 동안구 비산동,은하수마을한양,35.1,202506,30,"38,000",-,13,동안로159번길 14
340,경기도 구리시 수택동,엘지원앙,70.2,202506,30,"70,000",-,13,체육관로 54
341,경기도 남양주시 다산동,더힐포레4단지,75.83,202506,30,"54,000",-,11,가운로2길 11
342,경기도 남양주시 화도읍 마석우리,신명스카이뷰그린,84.9932,202506,30,"39,500",-,15,비룡로 56-8
343,경기도 남양주시 화도읍 창현리,신명,59.95,202506,30,"24,400",-,15,창현로 60
344,경기도 남양주시 진접읍 장현리,장현주공,84.9,202506,30,"34,800",-,15,봉현로 5
345,경기도 남양주시 평내동,평내마젤란21,59.9868,202506,30,"29,650",-,6,평내로 89
346,경기도 남양주시 화도읍 묵현리,남양주두산위브트레지움,74.8613,202506,30,"36,000",-,33,비룡로 186
347,경기도 남양주시 호평동,호평마을중흥에스-클래스,84.7681,202506,30,"44,500",-,12,늘을3로 65-26
348,경기도 구리시 교문동,교문(대우),61.221,202506,30,"61,000",-,8,장자대로37번길 20
349,경기도 남양주시 오남읍 오남리,보영,47.49,202506,30,"7,000",-,5,진건오남로759번길 5
350,경기도 구리시 인창동,주공2,84.99,202506,30,"69,500",-,7,건원대로76번길 39
351,경기도 오산시 원동,대원레스피아,59.553,202506,30,"17,300",-,2,부원로 67-6
352,경기도 남양주시 진건읍 용정리,남양주진건주공2단지,49.95,202506,30,"16,500",201,6,사릉로372번길 25
353,경기도 남양주시 진건읍 사능리,미창,44.13,202506,30,"9,000",-,1,진건오남로42번길 19-10
354,경기도 남양주시 금곡동,신성푸른솔,59.964,202506,30,"22,800",-,4,홍유릉로248번길 42
355,경기도 남양주시 진접읍 금곡리,남양휴튼,84.9767,202506,30,"47,700",-,18,해밀예당1로 49
356,경기도 남양주시 퇴계원읍 퇴계원리,강남아파트,84.87,202506,30,"43,000",-,12,도제원로 19
357,경기도 군포시 당동,주공4(885),59.99,202506,30,"43,000",-,17,용호2로 36
358,경기도 오산시 수청동,더샵오산센트럴,77.9084,202506,30,"61,000",-,10,내삼미로 65
359,경기도 시흥시 월곶동,풍림아이원1차,59.965,202506,30,"25,800",-,9,월곶중앙로70번길 11
360,경기도 시흥시 정왕동,시화MTV호반써밋더퍼스트오션,59.9351,202506,30,"32,000",-,8,거북섬남로 45
361,경기도 시흥시 능곡동,제일풍경채센텀,84.926,202506,30,"68,500",-,2,장현능곡로 144
362,경기도 군포시 당정동,대우푸르지오,84.992,202506,30,"51,000",-,21,당정역로 9
363,경기도 오산시 외삼미동,서동탄역더샵파크시티,84.7084,202506,30,"57,000",-,3,문시로 183-19
364,경기도 군포시 산본동,설악2,36.96,202506,30,"21,500",-,7,수리산로 102
365,경기도 시흥시 장현동,제일풍경채에듀,84.926,202506,30,"54,000",-,25,장현순환로 111
366,경기도 오산시 갈곶동,힐스테이트오산더퍼스트,59.9944,202506,30,"37,500",-,15,경기대로 24-27
367,경기도 오산시 세교동,세마역 트루엘 더퍼스트,74.79,202506,30,"39,800",-,11,수목원로 615
368,경기도 시흥시 배곧동,한라비발디캠퍼스,84.9264,202506,30,"53,000",-,19,배곧1로 27-15
369,경기도 시흥시 대야동,시흥센트럴푸르지오,84.941,202506,30,"75,800",-,21,수인로3312번길 16
370,경기도 부천시 소사구 소사본동,부천소사역푸르지오,84.9779,202506,30,"75,000",-,16,소삼로 47
371,경기도 광명시 하안동,주공5,59.39,202506,30,"45,700",-,11,가림로 38
372,경기도 평택시 칠원동,평택지제역동문굿모닝힐맘시티3단지,59.9701,202506,30,"26,500",-,1,신촌5로 20
373,경기도 광명시 일직동,유-플래닛태영데시앙,84.87,202506,30,"124,500",-,37,양지로 7
374,경기도 부천시 오정구 원종동,세창짜임,67.41,202506,30,"42,200",-,5,소사로 855
375,경기도 부천시 오정구 여월동,여월휴먼시아3단지,84.95,202506,30,"73,000",-,4,길주로573번길 37
376,경기도 평택시 비전동,태산,59.91,202506,30,"17,300",-,6,매봉산1길 11
377,경기도 부천시 소사구 괴안동,이편한세상온수역,59.9785,202506,30,"76,000",-,9,경인로 605
378,경기도 광명시 소하동,광명소하휴먼시아2단지,119.85,202506,30,"97,500",-,13,소하로 38
379,경기도 평택시 이충동,주공4,46.65,202506,30,"18,000",-,2,정암로60번길 77
380,경기도 광명시 철산동,도덕파크타운2단지,49.98,202506,30,"57,500",-,13,가림일로 101
381,경기도 부천시 소사구 송내동,중동역푸르지오2차,84.96,202506,30,"61,600",-,17,경인로117번길 27
382,경기도 평택시 동삭동,평택센트럴자이1단지,84.5403,202506,30,"42,000",-,3,상서재로5길 15
383,경기도 평택시 서정동,대양아리스타,16.645,202506,30,"5,700",-,7,서정역로55번길 8-4
384,경기도 부천시 원미구 상동,"한아름마을(삼환,동아,동성)",84.87,202506,30,"53,000",-,5,부흥로 100
385,경기도 평택시 지산동,대준블루온,49.83,202506,30,"16,000",-,5,지산1로 56-2
386,경기도 군포시 금정동,충무주공2단지2차(873-2),51.59,202506,30,"37,000",-,17,산본로 299
387,경기도 군포시 도마교동,금강펜테리움센트럴파크3차,84.9789,202506,30,"64,500",-,14,송부로96번길 13
388,경기도 하남시 망월동,미사강변 골든 센트로,59.96,202506,30,"92,500",-,17,미사강변동로 50
389,경기도 하남시 선동,미사강변 센트리버,74.91,202506,30,"96,000",-,3,미사강변대로 270
390,경기도 하남시 덕풍동,하남더샵센트럴뷰,84.306,202506,30,"96,000",-,9,하남대로 856
391,경기도 용인시 처인구 역북동,역북신원아침도시,74.02,202506,30,"48,800",-,10,낙은로 11
392,경기도 하남시 창우동,꿈동산신안,84.965,202506,30,"70,500",-,12,대청로116번길 59
393,경기도 용인시 기흥구 신갈동,기흥파크뷰,84.98,202506,30,"58,500",-,17,기흥로116번길 60
394,경기도 용인시 처인구 고림동,인정빌리지1,59.93,202506,30,"17,200",-,7,한터로152번길 45
395,경기도 용인시 처인구 마평동,라이프,84.99,202506,30,"28,500",-,5,동부로 7
396,경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.994,202506,30,"165,000",-,13,위례광장로 285
397,경기도 용인시 처인구 포곡읍 둔전리,신원1차,59.99,202506,30,"26,500",-,20,포곡로 90
398,경기도 용인시 기흥구 상하동,풍림,59.81,202506,30,"30,000",-,13,어정로 80
399,경기도 용인시 기흥구 중동,동백역월드메르디앙아파트,84.995,202506,30,"40,000",-,3,동백죽전대로 283
400,경기도 용인시 기흥구 마북동,교동마을정광아파트,59.94,202506,30,"33,500",-,3,마북로154번길 16
401,경기도 용인시 기흥구 보정동,신촌마을포스홈타운1단지,133.7209,202506,30,"100,000",-,6,용구대로2518번길 15
402,경기도 용인시 기흥구 보라동,신창미션힐,118.0474,202506,30,"40,000",212,1,사은로126번길 33
403,경기도 용인시 기흥구 구갈동,힐스테이트기흥,84.9545,202506,30,"94,800",-,39,기흥역로 63
404,경기도 용인시 기흥구 동백동,용인동백두산위브더제니스,84.8682,202506,30,"69,500",-,13,동백죽전대로 507
405,경기도 용인시 기흥구 서천동,힐스테이트서천,84.9986,202506,30,"73,500",-,12,서천동로 22
406,경기도 용인시 수지구 풍덕천동,동문,128.07,202506,30,"79,500",-,2,수풍로 47
407,경기도 용인시 기흥구 언남동,하마비마을동일하이빌1,143.984,202506,30,"57,000",-,4,구성로 105-15
408,경기도 용인시 기흥구 공세동,호수청구,84.97,202506,30,"28,700",-,7,공세로 226
409,경기도 의정부시 의정부동,남해오네뜨,15.7546,202506,30,"6,000",-,18,시민로 27
410,경기도 의정부시 민락동,민락엘레트,51.91,202506,30,"27,900",-,16,송양로 94
411,경기도 의정부시 용현동,송산주공1단지,49.86,202506,30,"17,200",-,13,부용로 233
412,경기도 의정부시 신곡동,신곡서해,59.94,202506,30,"20,900",-,15,동일로466번길 3
413,경기도 성남시 분당구 금곡동,코오롱더프라우,172.094,202506,30,"151,000",-,26,정자일로 27
414,경기도 성남시 분당구 야탑동,매화마을(주공4),41.85,202506,30,"50,000",-,10,장미로 193
415,경기도 의정부시 호원동,한주1,59.93,202506,30,"24,000",-,7,평화로290번길 11
416,경기도 의정부시 낙양동,의정부민락푸르지오,84.937,202506,30,"44,000",-,15,송양로 46
417,경기도 의정부시 장암동,장암주공2,51.66,202506,30,"21,500",-,12,동일로 397
418,경기도 성남시 분당구 판교동,판교원마을3단지(푸르지오),84.51,202506,30,"162,000",-,16,판교로 20
419,경기도 동두천시 생연동,브라운스톤동두천,59.89,202506,30,"22,500",-,14,장고갯로 23
420,경기도 안산시 단원구 선부동,이편한세상선부역어반스퀘어,59.93,202506,30,"49,000",-,2,선부광장서로 42
421,경기도 안산시 상록구 사동,그랑시티자이2차,84.9874,202506,30,"65,300",-,7,해양5로 17
422,경기도 고양시 덕양구 신원동,신원마을고양삼송아이파크,116.22,202506,30,"74,000",-,15,신원3로 20
423,경기도 평택시 팽성읍 송화리,송화지구우미이노스빌,84.5344,202506,30,"22,900",-,12,팽성송화로 154
424,경기도 평택시 고덕동,고덕국제신도시제일풍경채2차에듀,84.9279,202506,30,"57,000",-,2,고덕국제8로 100
425,경기도 고양시 덕양구 성사동,신원당(태영9),59.4,202506,30,"30,500",-,9,고양대로1384번길 30
426,경기도 동두천시 송내동,송내주공4단지,45.32,202506,30,"10,000",409,10,동두천로 63
427,경기도 평택시 진위면 견산리,한승아파트,34.4,202506,30,"7,600",-,7,동부대로 41
428,경기도 평택시 포승읍 내기리,명지미래힐2단지,84.65,202506,30,"15,000",-,8,승학동길 25
429,경기도 동두천시 지행동,대방노블랜드(8단지),50.3,202506,30,"14,600",802,7,동두천로 149
430,경기도 평택시 포승읍 도곡리,모아미래도2차,84.9316,202506,30,"18,000",-,2,여술로44번길 17
431,경기도 안산시 단원구 초지동,그린빌15(해맑음마을),49.74,202506,30,"30,000",-,7,초지2로 41
432,경기도 평택시 청북읍 옥길리,사랑으로부영5차,84.3616,202506,30,"20,500",-,16,안청로1길 92
433,경기도 파주시 목동동,산내마을6단지한라비발디,101.99,202506,30,"50,000",-,3,청암로 27
434,경기도 안성시 공도읍 양기리,안성우방아이유쉘에스티지,84.9677,202506,30,"36,000",102동,5,양기길 30
435,경기도 파주시 동패동,초롱꽃마을8단지중흥S클래스,84.5609,202506,30,"64,000",-,9,심학산로 234
436,경기도 파주시 야당동,한빛마을5단지캐슬앤칸타빌,84.0669,202506,30,"55,500",-,13,한빛로 70
437,경기도 용인시 수지구 성복동,LG빌리지3,164.242,202506,30,"102,500",-,11,성복2로 126
438,경기도 파주시 금촌동,쇠재마을5단지뜨란채주공,59.72,202506,30,"22,600",-,15,쇠재로 133
439,경기도 화성시 병점동,병점역아이파크캐슬,84.97,202506,30,"68,000",-,8,병점노을로 31
440,경기도 화성시 안녕동,병점역동문굿모닝힐,84.9907,202506,30,"30,000",-,14,효행로 846
441,경기도 김포시 마산동,한강동일스위트TheParkView1단지,84.9584,202506,30,"44,000",-,23,김포한강8로 173-88
442,경기도 김포시 장기동,한강센트럴자이1단지,100.2089,202506,30,"72,500",-,13,태장로 845
443,경기도 김포시 고촌읍 향산리,힐스테이트 리버시티 2단지,68.976,202506,30,"50,000",-,6,상미1로 7
444,경기도 김포시 구래동,한강신도시반도유보라4차,78.8309,202506,30,"44,800",101동,10,김포한강4로 487
445,경기도 김포시 걸포동,한강메트로자이2단지,84.9402,202506,30,"70,000",-,17,걸포2로 74
446,경기도 화성시 능동,자연앤데시앙,74.6,202506,30,"47,000",-,26,동탄숲속로 68
447,경기도 안성시 원곡면 외가천리,원곡 제일 오투그란데,59.97,202506,30,"19,700",-,17,만세로 1409
448,경기도 김포시 운양동,한강신도시운양푸르지오,84.8771,202506,30,"57,000",-,2,모담공원로 17
449,경기도 김포시 풍무동,대림e-편한세상,79.5108,202506,30,"32,700",-,7,풍무로93번길 30
450,경기도 화성시 반월동,에스케이뷰파크,84.9835,202506,30,"63,500",-,10,동탄원천로 382-37
451,경기도 김포시 감정동,푸른마을(신안),68.931,202506,30,"24,800",-,12,감정로 64
452,경기도 고양시 일산서구 덕이동,태영,84.79,202506,30,"35,000",-,15,탄중로101번길 36
453,경기도 고양시 일산동구 사리현동,현대그린,38.52,202506,30,"7,000",D,4,성현로 508
454,경기도 과천시 원문동,과천위버필드,84.98,202506,30,"230,000",-,15,별양로 53
455,경기도 고양시 일산서구 탄현동,일산두산위브더제니스,120.4817,202506,30,"67,000",-,9,일현로 97-11
456,경기도 구리시 갈매동,구리갈매스타힐스,74.98,202506,30,"68,700",-,14,산마루로 46
457,경기도 고양시 일산동구 마두동,강촌마을(미도파),165.99,202506,30,"79,000",306,16,강송로 153
458,경기도 고양시 일산서구 일산동,태영(954),84.89,202506,30,"45,000",-,15,고양대로 624
459,경기도 고양시 일산동구 중산동,하늘마을2단지,75.26,202506,30,"42,900",-,17,하늘마을로 94
460,경기도 고양시 덕양구 화정동,별빛마을(건영)10,84.96,202506,30,"60,800",-,15,화신로 291
461,경기도 고양시 일산동구 풍동,숲속마을8단지,59.91,202506,30,"34,000",-,12,숲속마을1로 115
462,경기도 고양시 일산서구 주엽동,강선마을13단지뉴서울,40.32,202506,30,"18,900",-,11,중앙로 1371
463,경기도 고양시 덕양구 토당동,능곡대림,84.69,202506,30,"49,500",-,15,토당로32번길 11
464,경기도 고양시 덕양구 행신동,무원마을(두산),71.55,202506,30,"47,000",-,4,소원로 47
465,경기도 고양시 일산동구 식사동,위시티블루밍5단지,123.23,202506,30,"72,000",-,2,위시티1로 7
466,경기도 화성시 남양읍 무송리,금광포란재,81.1484,202506,30,"15,000",-,1,무하로111번길 50
467,경기도 화성시 남양읍 남양리,e편한세상남양뉴타운,84.9339,202506,30,"43,800",-,14,남양로862번길 42
468,경기도 화성시 영천동,동탄역포레너스,84.5202,202506,30,"57,600",-,12,동탄대로24길 199
469,경기도 화성시 봉담읍 와우리,봉담센트럴푸르지오,59.8986,202506,30,"35,000",-,8,와우로34번길 12
470,경기도 화성시 장지동,레이크반도유보라아이비파크9.0,101.998,202506,30,"63,500",-,7,동탄대로4길 95
471,경기도 광주시 문형동,오포우림퓨전빌,84.217,202506,30,"22,000",-,6,봉골길 82
472,경기도 광주시 쌍령동,광주센트럴푸르지오,74.8616,202506,30,"43,500",-,4,경충대로1461번길 43
473,경기도 화성시 목동,이편한세상동탄,84.87,202506,30,"60,000",-,2,동탄순환대로20길 31
474,경기도 광주시 태전동,태전7지구C-13BL태전파크자이,60.5801,202506,30,"47,000",-,12,벼루개길42번길 35-5
475,경기도 화성시 오산동,동탄역 반도유보라 아이비파크 8.0,86.2318,202506,30,"117,000",-,12,동탄광역환승로 73
476,경기도 화성시 청계동,롯데캐슬 알바트로스,101.8848,202506,30,"88,500",-,10,동탄순환대로21길 53
477,경기도 화성시 반송동,동탄시범다은마을 월드메르디앙 반도유보라,84.65,202506,30,"86,000",-,9,동탄중앙로 189
478,경기도 화성시 봉담읍 상리,중흥에스클래스더퍼스트,84.6594,202506,30,"63,000",-,17,상리1길 21
479,경기도 양주시 덕계동,양주윤중아파트,52.8,202506,30,"15,700",-,13,회천남로416번길 17
480,경기도 포천시 신북면 기지리,산호,39.144,202506,30,"5,100",-,12,호국로 1886-27
481,경기도 양주시 남면 신산리,거산,53.06,202506,30,"3,700",-,4,감악산로244번길 180
482,경기도 양주시 광사동,대방노블랜드,83.21,202506,30,"20,500",-,9,부흥로 1898-4
483,경기도 여주시 교동,여주역우남퍼스트빌,59.9384,202506,30,"38,500",-,10,교동로 115
484,경기도 양주시 만송동,은빛마을한양수자인,121.3083,202506,30,"30,000",209,7,고읍로 117-7
485,경기도 양주시 옥정동,e편한세상옥정더퍼스트,66.9583,202506,30,"36,000",-,10,옥정서로1길 60
486,경기도 여주시 홍문동,동원,49.2911,202506,30,"12,400",-,16,세종로 173-69
487,경기도 포천시 소흘읍 송우리,전원우정아파트,59.94,202506,29,"13,000",-,4,솔모루로3번길 52-36
488,경기도 양주시 삼숭동,양주자이(7단지),74.8844,202506,29,"21,800",-,2,삼숭로58번길 141
489,경기도 의왕시 포일동,인덕원푸르지오엘센트로,84.9329,202506,29,"132,000",-,3,안양판교로 100
490,경기도 의왕시 삼동,삼호한아름2차(201동),59.4,202506,29,"30,500",-,7,까치골길 20
491,경기도 용인시 처인구 삼가동,우남퍼스트빌,84.8028,202506,29,"34,000",-,13,금학로 91
492,경기도 의왕시 오전동,의왕더샵캐슬,59.9851,202506,29,"72,000",-,12,어내들로 5
493,경기도 하남시 감이동,감일파크센트레빌,84.88,202506,29,"125,000",-,10,감일순환로 190
494,경기도 부천시 원미구 역곡동,한국,84.74,202506,29,"45,750",-,16,안곡로 284
495,경기도 수원시 권선구 곡반정동,수원하늘채더퍼스트2단지,59.97,202506,29,"58,000",-,7,망포로 14
496,경기도 수원시 영통구 원천동,광교아이파크,84.1116,202506,29,"128,000",-,43,광교호수공원로 80
497,경기도 성남시 수정구 창곡동,위례센트럴자이,59.95,202506,29,"137,000",-,2,위례광장로 97
498,경기도 성남시 수정구 단대동,단대푸르지오,59.8,202506,29,"90,000",-,9,산성대로437번길 7
499,경기도 부천시 소사구 범박동,일루미스테이트,59.96,202506,29,"61,000",-,17,범안로 180
500,경기도 부천시 오정구 삼정동,e-좋은아침,58.31,202506,29,"29,000",-,2,석천로 356
501,경기도 평택시 통복동,꿈의도시두드림,19.01,202506,29,"7,200",-,15,통복시장로6번길 37
502,경기도 평택시 세교동,우성꿈그린,63.43,202506,29,"20,400",-,7,세교3로 5
503,경기도 남양주시 진접읍 내각리,한신,84.99,202506,29,"29,500",-,8,내각1로99번길 34-1
504,경기도 남양주시 오남읍 양지리,오남쌍용스윗닷홈지티1단지,84.877,202506,29,"34,000",-,13,양지로281번길 16
505,경기도 오산시 궐동,세교우남퍼스트빌,84.9834,202506,29,"29,200",-,20,궐리사로29번길 13
506,경기도 오산시 금암동,죽미마을휴튼9단지,84.96,202506,29,"44,500",-,20,수청로 165
507,경기도 오산시 청호동,오산자이,100.1746,202506,29,"34,000",-,11,동부대로 332-14
508,경기도 광주시 역동,이편한세상광주역3단지,59.7449,202506,29,"54,000",-,2,순암로36번길 87
509,경기도 화성시 향남읍 하길리,서봉마을모아엘가,84.9837,202506,29,"46,000",-,14,상신하길로274번길 61
510,경기도 안산시 상록구 본오동,반월한양,58.5439,202506,29,"25,000",-,1,반석로 8
511,경기도 평택시 용이동,신영평택비전지웰푸르지오,84.8005,202506,29,"59,000",-,12,용죽1로 33
512,경기도 평택시 죽백동,평택소사벌호반베르디움,84.255,202506,29,"41,200",-,16,비전3로 116
513,경기도 고양시 덕양구 주교동,세창짜임,92.66,202506,29,"41,500",-,6,호국로 803
514,경기도 고양시 덕양구 도내동,도래울센트럴더힐,51.8,202506,29,"48,500",-,14,도래울로 86
515,경기도 용인시 기흥구 영덕동,광교호수아델리움,84.968,202506,29,"68,800",-,8,흥덕2로118번길 25
516,경기도 용인시 수지구 동천동,동천역센트럴아이파크,113.488,202506,29,"93,800",-,3,손곡로 54
517,경기도 의정부시 녹양동,영무예다음,60.94,202506,29,"22,000",-,3,녹양로 57
518,경기도 성남시 분당구 운중동,산운마을9단지(대방노블랜드),59.93,202506,29,"127,500",-,18,산운로 126
519,경기도 과천시 중앙동,과천푸르지오써밋,59.9923,202506,29,"208,500",-,8,관문로 106
520,경기도 안성시 당왕동,e편한세상안성그랑루체,84.9703,202506,29,"44,610",-,28,안성맞춤대로 1196-23
521,경기도 이천시 부발읍 신하리,진우,59.96,202506,29,"17,000",-,8,경충대로 2212
522,경기도 화성시 기안동,화성우방아이유쉘MEGACITY1단지,84.5361,202506,29,"41,000",105동,22,기배로30번길 7-30
523,경기도 안성시 공도읍 진사리,쌍용스윗닷홈,84.8901,202506,29,"25,500",-,10,진건중길 15-13
524,경기도 김포시 통진읍 마송리,e편한세상김포어반베뉴,59.9467,202506,29,"31,500",-,5,율마로438번길 52
525,경기도 김포시 북변동,산호,59.61,202506,28,"24,500",-,1,북변1로16번길 34
526,경기도 김포시 고촌읍 신곡리,강변마을 월드메르디앙아파트,129.777,202506,28,"64,800",-,8,신곡로 48
527,경기도 김포시 사우동,김포사우아이파크,84.92,202506,28,"60,000",-,13,사우로 51
528,경기도 김포시 고촌읍 태리,캐슬앤파밀리에시티 1단지,74.9702,202506,28,"56,000",-,15,태리로 236
529,경기도 김포시 통진읍 도사리,백석마을(신일해피),84.841,202506,28,"24,500",-,9,김포대로 1991
530,경기도 남양주시 별내동,남광하우스토리,103.995,202506,28,"62,500",-,9,송산로307번길 16
531,경기도 남양주시 진접읍 부평리,더샵남양주퍼스트시티,84.78,202506,28,"45,000",-,31,부평로48번길 140
532,경기도 오산시 부산동,오산시티자이2차,59.9886,202506,28,"35,000",-,2,부산중앙로 42
533,경기도 안양시 만안구 박달동,극동,84.69,202506,28,"39,500",-,12,삼봉로 35
